activity_id,customer_id,lead_id,activity_date,activity_type,channel,owner,outcome,duration_minutes
ACT-02424,,LEAD-0202,2025-04-14,WhatsApp,Zoom,Chi Le,Completed,15
ACT-02425,CUST-0179,,2026-01-06,Meeting,Email,Huy Vo,Completed,10
ACT-02426,CUST-0265,,2025-12-26,WhatsApp,In-person,Linh Vu,No Response,10
ACT-02427,CUST-0070,,2026-03-29,Call,Phone,An Nguyen,No Response,15
ACT-02428,CUST-0005,,2024-10-10,Call,Chat,Giang Ho,No Response,10
ACT-02429,,LEAD-0178,2024-10-29,Demo,Phone,Linh Vu,Completed,30
ACT-02430,CUST-0008,,2024-10-13,Call,Phone,Giang Ho,Interested,30
ACT-02431,CUST-0268,,2025-03-04,Meeting,Zoom,Chi Le,Rescheduled,15
ACT-02432,,LEAD-0308,2025-05-24,Call,Zoom,Khanh Do,No Response,10
ACT-02433,,LEAD-0121,2025-05-29,Demo,In-person,An Nguyen,Completed,15
ACT-02434,CUST-0025,,2025-12-10,Meeting,Zoom,Dung Pham,Follow-up Needed,10
ACT-02435,CUST-0069,,2024-11-11,Demo,In-person,Linh Vu,Interested,20
ACT-02436,CUST-0031,,2026-02-11,Email,Phone,Giang Ho,Follow-up Needed,10
ACT-02437,CUST-0052,,2026-04-02,Demo,In-person,Chi Le,Completed,45
ACT-02438,CUST-0240,,2024-01-23,Meeting,Chat,Binh Tran,Completed,60
ACT-02439,CUST-0048,,2025-06-07,Demo,Zoom,Dung Pham,Completed,10
ACT-02440,,LEAD-0366,2025-12-06,Demo,Zoom,Binh Tran,No Response,10
ACT-02441,CUST-0189,,2025-08-31,Call,In-person,An Nguyen,Completed,20
ACT-02442,CUST-0236,,2024-10-04,Email,Email,Huy Vo,Follow-up Needed,20
ACT-02443,CUST-0170,,2024-08-03,Demo,Email,Huy Vo,Completed,60
ACT-02444,CUST-0106,,2024-05-06,Call,Zoom,Giang Ho,Completed,10
ACT-02445,CUST-0014,,2025-10-17,Email,Phone,Khanh Do,Completed,5
ACT-02446,CUST-0206,,2025-10-27,WhatsApp,Email,An Nguyen,Follow-up Needed,15
ACT-02447,,LEAD-0181,2024-03-18,Support Follow-up,Zoom,Giang Ho,Completed,20
ACT-02448,,LEAD-0449,2025-10-31,Email,Zoom,Dung Pham,Interested,10
ACT-02449,CUST-0218,,2024-05-02,Call,In-person,Binh Tran,Rescheduled,20
ACT-02450,CUST-0319,,2025-08-07,Support Follow-up,Chat,Giang Ho,Completed,10
ACT-02451,CUST-0044,,2025-06-30,Meeting,Zoom,Huy Vo,Completed,20
ACT-02452,CUST-0079,,2025-02-15,WhatsApp,Email,Huy Vo,Completed,5
ACT-02453,CUST-0314,,2025-08-17,Support Follow-up,Zoom,An Nguyen,Completed,10
ACT-02454,CUST-0178,,2025-07-22,Meeting,Chat,Dung Pham,Follow-up Needed,45
ACT-02455,CUST-0106,,2025-11-16,Support Follow-up,Zoom,Chi Le,No Response,5
ACT-02456,CUST-0254,,2024-11-19,Call,In-person,Binh Tran,Interested,60
ACT-02457,,LEAD-0217,2025-01-04,Meeting,Zoom,Chi Le,Completed,20
ACT-02458,,LEAD-0485,2025-05-19,Demo,In-person,Giang Ho,Completed,20
ACT-02459,CUST-0136,,2026-03-24,WhatsApp,Email,An Nguyen,Completed,15
ACT-02460,,LEAD-0050,2025-03-21,Call,In-person,Chi Le,Completed,45
ACT-02461,CUST-0235,,2025-01-07,Meeting,Email,Linh Vu,No Response,15
ACT-02462,,LEAD-0576,2024-12-26,Support Follow-up,Zoom,Khanh Do,Completed,5
ACT-02463,CUST-0012,,2024-09-17,Call,In-person,Chi Le,Follow-up Needed,20
ACT-02464,,LEAD-0363,2026-01-18,Email,Chat,Khanh Do,Completed,20
ACT-02465,CUST-0315,,2026-04-13,Email,Email,Giang Ho,No Response,20
ACT-02466,CUST-0204,,2024-05-19,Meeting,Phone,Linh Vu,Completed,10
ACT-02467,CUST-0030,,2024-08-10,Email,Zoom,An Nguyen,Interested,10
ACT-02468,,LEAD-0599,2024-10-31,Email,Chat,Giang Ho,Rescheduled,10
ACT-02469,CUST-0294,,2025-01-01,Email,Email,Khanh Do,Completed,20
ACT-02470,CUST-0136,,2025-08-06,Demo,Zoom,Huy Vo,Rescheduled,20
ACT-02471,CUST-0182,,2025-12-29,WhatsApp,Zoom,Linh Vu,Follow-up Needed,5
ACT-02472,CUST-0099,,2026-01-13,Call,In-person,Giang Ho,Interested,60
ACT-02473,,LEAD-0450,2026-01-16,Call,Chat,Dung Pham,Completed,15
ACT-02474,,LEAD-0287,2024-01-25,Email,Email,Dung Pham,Completed,10
ACT-02475,CUST-0053,,2025-04-17,Demo,Zoom,An Nguyen,Follow-up Needed,20
ACT-02476,,LEAD-0285,2026-01-15,Demo,Zoom,Huy Vo,Completed,15
ACT-02477,CUST-0119,,2025-05-31,Call,Phone,An Nguyen,Completed,15
ACT-02478,,LEAD-0135,2025-06-28,Support Follow-up,Chat,Chi Le,Completed,15
ACT-02479,CUST-0174,,2025-08-24,Meeting,Email,Chi Le,No Response,30
ACT-02480,CUST-0140,,2024-07-05,Email,Chat,Dung Pham,Completed,15
ACT-02481,CUST-0118,,2025-10-16,Demo,Email,Chi Le,Interested,45
ACT-02482,,LEAD-0623,2025-03-04,Support Follow-up,Chat,Chi Le,Completed,15
ACT-02483,CUST-0007,,2024-05-21,Demo,Phone,Linh Vu,No Response,15
ACT-02484,CUST-0100,,2025-10-05,Support Follow-up,Zoom,Khanh Do,Rescheduled,20
ACT-02485,,LEAD-0352,2024-08-09,Demo,Phone,Huy Vo,Follow-up Needed,30
ACT-02486,CUST-0014,,2024-12-30,Email,Phone,Dung Pham,Completed,20
ACT-02487,CUST-0291,,2025-01-05,Call,In-person,Dung Pham,Follow-up Needed,30
ACT-02488,CUST-0117,,2024-04-17,Email,Chat,Linh Vu,Rescheduled,15
ACT-02489,,LEAD-0319,2025-06-13,Meeting,Phone,Chi Le,Interested,30
ACT-02490,CUST-0192,,2025-09-13,Support Follow-up,Phone,Chi Le,Completed,5
ACT-02491,CUST-0031,,2025-04-28,Email,Email,An Nguyen,Interested,20
ACT-02492,CUST-0081,,2026-02-10,Call,Chat,Giang Ho,Completed,15
ACT-02493,CUST-0166,,2025-08-06,Demo,Phone,Chi Le,Completed,10
ACT-02494,,LEAD-0636,2026-03-09,WhatsApp,Chat,Linh Vu,Rescheduled,5
ACT-02495,CUST-0229,,2026-03-19,WhatsApp,Phone,Dung Pham,Completed,5
ACT-02496,,LEAD-0565,2025-06-22,WhatsApp,Phone,Khanh Do,Follow-up Needed,15
ACT-02497,,LEAD-0477,2024-12-10,Call,Email,Giang Ho,Completed,15
ACT-02498,,LEAD-0049,2025-03-30,WhatsApp,Chat,Khanh Do,No Response,15
ACT-02499,CUST-0249,,2024-11-28,Meeting,Chat,Huy Vo,Rescheduled,10
ACT-02500,CUST-0295,,2026-02-10,Call,Zoom,Huy Vo,Completed,45
ACT-02501,,LEAD-0449,2024-06-29,Email,In-person,Khanh Do,Interested,20
ACT-02502,CUST-0092,,2025-05-28,Demo,Zoom,Binh Tran,No Response,10
ACT-02503,CUST-0069,,2024-02-10,Meeting,Email,Giang Ho,Follow-up Needed,20
ACT-02504,,LEAD-0266,2025-02-14,Email,Phone,Linh Vu,Follow-up Needed,15
ACT-02505,CUST-0152,,2025-09-11,Email,Chat,Giang Ho,Completed,20
ACT-02506,CUST-0018,,2025-03-28,WhatsApp,Chat,Khanh Do,Interested,15
ACT-02507,CUST-0229,,2024-10-04,WhatsApp,Phone,Binh Tran,Completed,20
ACT-02508,CUST-0078,,2025-03-15,Meeting,Phone,Linh Vu,Interested,60
ACT-02509,CUST-0276,,2025-09-17,Meeting,Email,Linh Vu,No Response,10
ACT-02510,,LEAD-0286,2025-08-11,Email,Phone,Khanh Do,Follow-up Needed,15
ACT-02511,CUST-0306,,2025-06-18,Email,Zoom,Dung Pham,Rescheduled,20
ACT-02512,CUST-0139,,2025-03-26,Call,Zoom,An Nguyen,No Response,45
ACT-02513,CUST-0177,,2024-03-10,WhatsApp,In-person,Huy Vo,Completed,10
ACT-02514,,LEAD-0604,2024-05-22,Call,Email,Chi Le,No Response,15
ACT-02515,,LEAD-0509,2024-04-30,Email,Zoom,Khanh Do,Follow-up Needed,10
ACT-02516,,LEAD-0159,2024-09-12,Call,Phone,Huy Vo,No Response,45
ACT-02517,,LEAD-0358,2026-03-17,WhatsApp,Phone,Huy Vo,Completed,15
ACT-02518,CUST-0199,,2025-01-24,Call,Phone,An Nguyen,Follow-up Needed,20
ACT-02519,,LEAD-0551,2024-08-05,Demo,Chat,An Nguyen,Interested,15
ACT-02520,CUST-0138,,2024-03-15,Email,In-person,Huy Vo,Interested,10
ACT-02521,CUST-0166,,2025-03-20,Support Follow-up,Chat,Giang Ho,Interested,20
ACT-02522,,LEAD-0452,2026-04-15,Call,In-person,An Nguyen,No Response,10
ACT-02523,CUST-0194,,2024-04-11,Meeting,Email,Dung Pham,Follow-up Needed,10
ACT-02524,,LEAD-0285,2026-01-20,WhatsApp,Phone,Linh Vu,Rescheduled,15
ACT-02525,CUST-0287,,2025-03-24,Call,In-person,Dung Pham,No Response,60
ACT-02526,CUST-0096,,2024-03-22,Meeting,In-person,Linh Vu,Follow-up Needed,10
ACT-02527,,LEAD-0262,2025-01-18,WhatsApp,In-person,Khanh Do,Completed,10
ACT-02528,CUST-0277,,2026-01-11,Demo,Zoom,Binh Tran,Completed,30
ACT-02529,CUST-0120,,2025-10-04,Call,Zoom,Binh Tran,Interested,45
ACT-02530,CUST-0241,,2024-06-26,Demo,Email,Giang Ho,Interested,15
ACT-02531,CUST-0083,,2024-05-19,Email,Email,Chi Le,Completed,5
ACT-02532,CUST-0063,,2024-08-04,Email,Phone,Giang Ho,Interested,15
ACT-02533,,LEAD-0360,2025-03-05,Demo,In-person,Binh Tran,Completed,60
ACT-02534,CUST-0238,,2025-10-27,Support Follow-up,In-person,Khanh Do,Completed,15
ACT-02535,CUST-0302,,2024-08-24,WhatsApp,Phone,Binh Tran,Completed,15
ACT-02536,CUST-0206,,2025-05-18,Support Follow-up,In-person,Khanh Do,Rescheduled,20
ACT-02537,,LEAD-0395,2025-02-14,Meeting,In-person,Khanh Do,Completed,20
ACT-02538,CUST-0257,,2025-11-18,Support Follow-up,Zoom,Chi Le,Interested,15
ACT-02539,CUST-0165,,2024-07-08,Call,In-person,Huy Vo,Completed,45
ACT-02540,CUST-0266,,2025-05-21,WhatsApp,Email,Linh Vu,Rescheduled,20
ACT-02541,CUST-0142,,2024-05-25,Email,Phone,Khanh Do,Completed,15
ACT-02542,CUST-0213,,2025-09-13,Email,Chat,Linh Vu,Follow-up Needed,10
ACT-02543,CUST-0222,,2026-03-14,Support Follow-up,Zoom,An Nguyen,Completed,20
ACT-02544,CUST-0213,,2025-03-18,Email,Chat,An Nguyen,Completed,5
ACT-02545,CUST-0029,,2024-07-17,Call,Chat,Dung Pham,Rescheduled,15
ACT-02546,CUST-0011,,2024-03-21,Call,Phone,Giang Ho,Interested,30
ACT-02547,CUST-0257,,2025-06-28,Meeting,Zoom,Linh Vu,Completed,15
ACT-02548,CUST-0183,,2024-06-06,WhatsApp,In-person,Binh Tran,Completed,15
ACT-02549,CUST-0312,,2025-04-13,Meeting,Zoom,Linh Vu,Interested,45
ACT-02550,CUST-0038,,2025-04-08,WhatsApp,Chat,Dung Pham,Interested,20
ACT-02551,,LEAD-0092,2025-11-03,Email,Zoom,Huy Vo,Rescheduled,20
ACT-02552,,LEAD-0443,2024-09-10,Support Follow-up,Email,Huy Vo,Interested,20
ACT-02553,CUST-0035,,2025-04-20,Support Follow-up,Chat,Chi Le,Completed,20
ACT-02554,,LEAD-0126,2025-09-06,WhatsApp,Chat,Binh Tran,Follow-up Needed,20
ACT-02555,CUST-0218,,2025-09-09,Meeting,In-person,Khanh Do,Interested,15
ACT-02556,CUST-0202,,2026-03-31,Support Follow-up,Chat,Giang Ho,Completed,15
ACT-02557,,LEAD-0497,2025-08-27,Demo,Email,Khanh Do,No Response,60
ACT-02558,,LEAD-0050,2024-04-02,Call,Email,Linh Vu,Follow-up Needed,45
ACT-02559,,LEAD-0636,2024-11-16,Support Follow-up,Email,An Nguyen,Completed,20
ACT-02560,CUST-0066,,2024-05-07,Meeting,Phone,An Nguyen,Interested,20
ACT-02561,,LEAD-0392,2024-06-24,Meeting,Zoom,Khanh Do,Interested,15
ACT-02562,CUST-0201,,2024-12-10,Demo,In-person,Dung Pham,Interested,15
ACT-02563,CUST-0181,,2024-02-07,WhatsApp,Email,Giang Ho,Completed,10
ACT-02564,CUST-0166,,2024-09-03,Support Follow-up,Chat,Binh Tran,Rescheduled,5
ACT-02565,CUST-0254,,2024-11-17,Meeting,Chat,Giang Ho,Completed,20
ACT-02566,,LEAD-0063,2024-05-24,Meeting,Chat,Giang Ho,Completed,20
ACT-02567,CUST-0144,,2025-01-12,Call,Chat,Dung Pham,Follow-up Needed,15
ACT-02568,,LEAD-0528,2024-02-25,WhatsApp,Chat,Linh Vu,Completed,15
ACT-02569,CUST-0155,,2026-03-17,Email,Phone,An Nguyen,Follow-up Needed,5
ACT-02570,CUST-0050,,2025-11-16,WhatsApp,Email,Dung Pham,Interested,10
ACT-02571,,LEAD-0133,2026-02-13,Demo,In-person,Dung Pham,No Response,20
ACT-02572,CUST-0226,,2025-02-11,Call,In-person,Chi Le,No Response,30
ACT-02573,,LEAD-0346,2024-11-24,Meeting,Chat,Binh Tran,Completed,10
ACT-02574,CUST-0200,,2025-02-20,Demo,Phone,Huy Vo,Follow-up Needed,15
ACT-02575,CUST-0296,,2026-02-01,Email,Chat,Giang Ho,Completed,5
ACT-02576,,LEAD-0071,2024-12-20,Call,Phone,Dung Pham,Follow-up Needed,15
ACT-02577,CUST-0292,,2024-02-21,Demo,Email,Linh Vu,Interested,60
ACT-02578,CUST-0314,,2025-10-21,Meeting,Chat,Chi Le,Follow-up Needed,30
ACT-02579,CUST-0111,,2025-12-22,WhatsApp,Phone,Chi Le,Interested,5
ACT-02580,CUST-0058,,2025-12-06,WhatsApp,Phone,Chi Le,Rescheduled,15
ACT-02581,CUST-0291,,2025-12-14,Meeting,Zoom,Linh Vu,Interested,10
ACT-02582,,LEAD-0186,2024-03-27,Support Follow-up,Phone,Khanh Do,Rescheduled,10
ACT-02583,,LEAD-0035,2025-12-24,Demo,Zoom,Binh Tran,Completed,60
ACT-02584,CUST-0129,,2024-07-13,Demo,Zoom,Dung Pham,Completed,20
ACT-02585,CUST-0083,,2026-02-05,WhatsApp,In-person,Binh Tran,Completed,10
ACT-02586,CUST-0004,,2025-10-08,Call,In-person,Chi Le,Completed,30
ACT-02587,CUST-0257,,2024-09-01,Meeting,Email,Linh Vu,No Response,60
ACT-02588,CUST-0229,,2025-07-12,Meeting,In-person,Binh Tran,Completed,15
ACT-02589,CUST-0191,,2024-08-11,Call,Phone,An Nguyen,Interested,10
ACT-02590,CUST-0109,,2025-10-11,Email,Zoom,Khanh Do,Interested,20
ACT-02591,,LEAD-0339,2024-10-17,Demo,Zoom,Khanh Do,Completed,15
ACT-02592,CUST-0159,,2025-04-18,Support Follow-up,Phone,Dung Pham,Completed,20
ACT-02593,CUST-0113,,2024-07-07,Support Follow-up,Zoom,Khanh Do,Completed,20
ACT-02594,,LEAD-0542,2024-10-18,Call,Zoom,Giang Ho,Follow-up Needed,60
ACT-02595,CUST-0062,,2025-04-21,Meeting,In-person,Dung Pham,Completed,10
ACT-02596,,LEAD-0528,2025-01-10,Call,In-person,Khanh Do,Interested,30
ACT-02597,CUST-0290,,2025-01-04,WhatsApp,In-person,Huy Vo,Follow-up Needed,5
ACT-02598,CUST-0118,,2025-12-23,Email,In-person,Huy Vo,Completed,20
ACT-02599,,LEAD-0529,2024-09-19,Support Follow-up,Email,Binh Tran,Completed,10
ACT-02600,CUST-0066,,2024-11-29,Call,Zoom,Huy Vo,Completed,45
ACT-02601,CUST-0102,,2025-04-09,Support Follow-up,Email,Dung Pham,No Response,20
ACT-02602,CUST-0036,,2024-10-18,Email,In-person,Giang Ho,Completed,10
ACT-02603,CUST-0242,,2024-02-17,WhatsApp,Phone,Dung Pham,Follow-up Needed,10
ACT-02604,CUST-0287,,2024-05-26,Call,Phone,Dung Pham,Completed,15
ACT-02605,CUST-0098,,2025-09-12,Email,Email,Huy Vo,Completed,15
ACT-02606,CUST-0069,,2025-07-24,Meeting,Phone,Linh Vu,Follow-up Needed,60
ACT-02607,CUST-0303,,2026-04-09,Meeting,Email,An Nguyen,Rescheduled,30
ACT-02608,CUST-0109,,2025-11-06,Support Follow-up,Zoom,Linh Vu,Completed,5
ACT-02609,CUST-0225,,2025-06-01,Email,Zoom,Giang Ho,Completed,20
ACT-02610,CUST-0159,,2025-12-05,WhatsApp,Email,Khanh Do,Rescheduled,5
ACT-02611,CUST-0290,,2025-10-10,Meeting,Email,Khanh Do,No Response,60
ACT-02612,,LEAD-0017,2025-06-26,Meeting,Zoom,Chi Le,Completed,60
ACT-02613,CUST-0293,,2025-05-03,Email,In-person,Khanh Do,Interested,10
ACT-02614,CUST-0074,,2024-12-01,Demo,Email,Linh Vu,Completed,20
ACT-02615,,LEAD-0423,2025-07-07,Support Follow-up,Chat,Chi Le,No Response,5
ACT-02616,,LEAD-0277,2025-04-23,Email,Email,Dung Pham,Completed,15
ACT-02617,,LEAD-0441,2025-03-02,Demo,Phone,An Nguyen,Completed,20
ACT-02618,CUST-0198,,2024-03-30,WhatsApp,Phone,Khanh Do,Follow-up Needed,20
ACT-02619,CUST-0282,,2025-01-30,Support Follow-up,Chat,Linh Vu,Rescheduled,10
ACT-02620,CUST-0129,,2025-09-10,Meeting,Phone,Dung Pham,Interested,60
ACT-02621,CUST-0319,,2025-01-03,Call,Chat,Khanh Do,Interested,20
ACT-02622,CUST-0045,,2024-08-23,Support Follow-up,Zoom,Giang Ho,Completed,10
ACT-02623,CUST-0121,,2024-04-13,WhatsApp,Email,An Nguyen,Completed,10
ACT-02624,CUST-0216,,2025-08-22,Call,Email,Dung Pham,No Response,30
ACT-02625,CUST-0127,,2025-10-08,WhatsApp,Chat,An Nguyen,Completed,10
ACT-02626,CUST-0015,,2024-03-19,Demo,Email,Binh Tran,No Response,20
ACT-02627,CUST-0004,,2025-10-04,Email,Email,Binh Tran,Completed,10
ACT-02628,CUST-0100,,2024-09-05,Demo,Email,Binh Tran,Completed,10
ACT-02629,CUST-0091,,2024-03-22,Email,In-person,An Nguyen,Completed,5
ACT-02630,CUST-0219,,2025-05-10,Email,Phone,Binh Tran,Completed,15
ACT-02631,CUST-0126,,2024-04-10,Support Follow-up,In-person,Linh Vu,Interested,20
ACT-02632,,LEAD-0015,2024-01-08,Support Follow-up,Phone,Binh Tran,Interested,5
ACT-02633,,LEAD-0386,2024-12-16,Email,Email,Giang Ho,Follow-up Needed,10
ACT-02634,CUST-0112,,2026-03-13,WhatsApp,In-person,Binh Tran,Completed,5
ACT-02635,CUST-0253,,2024-11-07,Demo,Chat,Binh Tran,Completed,60
ACT-02636,CUST-0283,,2025-04-08,Call,Email,Linh Vu,Completed,15
ACT-02637,,LEAD-0261,2024-02-24,Call,Chat,Dung Pham,Interested,60
ACT-02638,,LEAD-0010,2025-07-12,Support Follow-up,Email,Giang Ho,Interested,5
ACT-02639,CUST-0105,,2024-06-20,Call,In-person,An Nguyen,Completed,45
ACT-02640,,LEAD-0220,2024-07-01,Meeting,Phone,Dung Pham,Completed,60
ACT-02641,,LEAD-0192,2025-12-29,Demo,In-person,Chi Le,Completed,60
ACT-02642,,LEAD-0168,2024-03-31,Email,Phone,Binh Tran,No Response,15
ACT-02643,,LEAD-0170,2025-06-25,Support Follow-up,Email,Chi Le,Follow-up Needed,20
ACT-02644,CUST-0052,,2026-02-06,Call,In-person,Linh Vu,No Response,10
ACT-02645,,LEAD-0480,2026-03-24,Support Follow-up,Chat,Khanh Do,Follow-up Needed,5
ACT-02646,CUST-0050,,2024-12-07,Email,Chat,Khanh Do,Follow-up Needed,10
ACT-02647,CUST-0120,,2026-03-09,Call,Email,Chi Le,Completed,45
ACT-02648,CUST-0248,,2025-12-03,Meeting,Email,An Nguyen,Completed,60
ACT-02649,CUST-0102,,2024-03-20,WhatsApp,Chat,Giang Ho,Follow-up Needed,5
ACT-02650,CUST-0015,,2025-04-03,Meeting,Zoom,An Nguyen,No Response,45
ACT-02651,CUST-0281,,2024-10-25,Demo,In-person,Linh Vu,Completed,30
ACT-02652,CUST-0224,,2025-04-07,WhatsApp,In-person,An Nguyen,Follow-up Needed,10
ACT-02653,,LEAD-0461,2025-02-06,Meeting,Zoom,An Nguyen,Completed,45
ACT-02654,CUST-0168,,2026-01-05,Call,Phone,Linh Vu,Follow-up Needed,30
ACT-02655,CUST-0305,,2025-03-29,Email,Email,Chi Le,Interested,5
ACT-02656,,LEAD-0561,2024-08-29,Email,Phone,Huy Vo,Completed,10
ACT-02657,CUST-0099,,2024-09-18,Call,In-person,Dung Pham,Follow-up Needed,45
ACT-02658,CUST-0317,,2025-09-02,Call,Zoom,An Nguyen,Completed,10
ACT-02659,CUST-0033,,2024-03-08,Support Follow-up,In-person,Giang Ho,Follow-up Needed,20
ACT-02660,,LEAD-0091,2025-04-16,Call,In-person,Giang Ho,No Response,30
ACT-02661,CUST-0262,,2025-07-23,Demo,Email,Binh Tran,Completed,20
ACT-02662,,LEAD-0459,2026-01-25,Support Follow-up,Chat,An Nguyen,Completed,15
ACT-02663,CUST-0042,,2024-09-09,WhatsApp,Chat,Binh Tran,Interested,5
ACT-02664,CUST-0141,,2024-12-09,Support Follow-up,In-person,Linh Vu,Follow-up Needed,20
ACT-02665,CUST-0214,,2024-03-13,WhatsApp,Zoom,Chi Le,Completed,20
ACT-02666,,LEAD-0099,2025-05-10,Call,Chat,Chi Le,Follow-up Needed,30
ACT-02667,CUST-0170,,2024-03-17,Demo,In-person,An Nguyen,Completed,15
ACT-02668,CUST-0285,,2024-01-05,Meeting,Zoom,Dung Pham,Completed,45
ACT-02669,,LEAD-0451,2025-04-16,Support Follow-up,Email,Huy Vo,Follow-up Needed,10
ACT-02670,CUST-0181,,2025-10-13,WhatsApp,Email,Giang Ho,No Response,20
ACT-02671,,LEAD-0370,2025-12-26,WhatsApp,In-person,Chi Le,Rescheduled,10
ACT-02672,CUST-0098,,2024-08-08,Support Follow-up,Zoom,Linh Vu,Follow-up Needed,5
ACT-02673,CUST-0131,,2024-01-31,WhatsApp,Email,Khanh Do,Interested,10
ACT-02674,,LEAD-0542,2024-11-11,Demo,Zoom,Giang Ho,Completed,60
ACT-02675,CUST-0300,,2025-07-24,Email,Zoom,Khanh Do,Follow-up Needed,15
ACT-02676,CUST-0123,,2025-09-09,Call,Chat,Khanh Do,Interested,30
ACT-02677,CUST-0080,,2025-04-29,Email,Zoom,Dung Pham,Follow-up Needed,15
ACT-02678,,LEAD-0400,2025-10-07,Email,Phone,Binh Tran,Completed,10
ACT-02679,CUST-0031,,2024-04-29,Meeting,Email,Binh Tran,Completed,60
ACT-02680,CUST-0176,,2024-06-30,Demo,Email,Khanh Do,Completed,45
ACT-02681,CUST-0094,,2024-08-10,Email,Zoom,Linh Vu,Completed,15
ACT-02682,CUST-0186,,2026-03-29,Support Follow-up,Phone,Giang Ho,Completed,15
ACT-02683,,LEAD-0087,2024-03-20,Call,In-person,Huy Vo,Completed,45
ACT-02684,CUST-0291,,2024-12-06,Demo,Zoom,Chi Le,Follow-up Needed,10
ACT-02685,CUST-0273,,2026-01-05,Meeting,Email,Giang Ho,Completed,45
ACT-02686,CUST-0188,,2024-03-17,Email,Chat,Binh Tran,Completed,20
ACT-02687,CUST-0252,,2025-10-19,WhatsApp,Email,Giang Ho,Interested,15
ACT-02688,CUST-0306,,2025-05-28,Demo,Email,Giang Ho,No Response,15
ACT-02689,CUST-0319,,2025-09-25,WhatsApp,In-person,Huy Vo,Follow-up Needed,5
ACT-02690,CUST-0002,,2024-03-03,Demo,Zoom,Binh Tran,Completed,60
ACT-02691,CUST-0271,,2024-08-13,Meeting,In-person,Chi Le,Follow-up Needed,15
ACT-02692,CUST-0239,,2026-04-12,WhatsApp,Email,Giang Ho,Completed,10
ACT-02693,,LEAD-0027,2026-01-11,WhatsApp,Phone,Chi Le,Completed,15
ACT-02694,,LEAD-0245,2026-01-30,Demo,Chat,Khanh Do,Rescheduled,20
ACT-02695,CUST-0025,,2025-10-12,Call,Zoom,Khanh Do,Completed,30
ACT-02696,,LEAD-0605,2025-02-02,Call,Phone,Khanh Do,Follow-up Needed,45
ACT-02697,CUST-0125,,2026-02-06,Demo,Zoom,Binh Tran,Follow-up Needed,15
ACT-02698,,LEAD-0066,2025-06-15,Demo,Chat,An Nguyen,Completed,10
ACT-02699,CUST-0137,,2025-03-24,Call,Zoom,An Nguyen,Completed,15
ACT-02700,CUST-0072,,2026-01-14,Email,Phone,Khanh Do,Completed,15
ACT-02701,,LEAD-0192,2025-05-07,Email,Chat,Khanh Do,Follow-up Needed,10
ACT-02702,CUST-0058,,2024-06-25,Call,Chat,Khanh Do,Follow-up Needed,20
ACT-02703,,LEAD-0632,2025-07-15,Meeting,Email,Huy Vo,Completed,30
ACT-02704,CUST-0195,,2025-09-24,WhatsApp,In-person,Giang Ho,Completed,5
ACT-02705,CUST-0147,,2024-03-27,Meeting,Zoom,Chi Le,Completed,10
ACT-02706,CUST-0115,,2025-05-15,Email,Email,Khanh Do,Completed,15
ACT-02707,CUST-0087,,2025-06-15,Support Follow-up,Zoom,Giang Ho,No Response,15
ACT-02708,CUST-0224,,2024-08-06,Demo,Chat,Chi Le,Interested,10
ACT-02709,CUST-0256,,2025-05-04,WhatsApp,In-person,Dung Pham,Completed,20
ACT-02710,CUST-0160,,2026-01-07,Support Follow-up,Phone,An Nguyen,Completed,10
ACT-02711,CUST-0275,,2024-04-15,Meeting,Phone,Giang Ho,Follow-up Needed,15
ACT-02712,CUST-0122,,2024-12-15,Demo,Phone,Chi Le,No Response,45
ACT-02713,CUST-0317,,2025-10-09,Demo,In-person,An Nguyen,Follow-up Needed,30
ACT-02714,CUST-0158,,2025-11-23,Demo,In-person,An Nguyen,Follow-up Needed,20
ACT-02715,,LEAD-0176,2024-03-30,Call,Phone,Giang Ho,Completed,15
ACT-02716,CUST-0195,,2024-11-14,Support Follow-up,Zoom,Binh Tran,No Response,10
ACT-02717,,LEAD-0354,2025-08-19,Meeting,Phone,Huy Vo,Rescheduled,45
ACT-02718,CUST-0165,,2025-02-19,Meeting,Email,Huy Vo,Completed,20
ACT-02719,CUST-0241,,2026-03-02,Demo,Chat,Huy Vo,Completed,30
ACT-02720,,LEAD-0428,2025-11-29,Meeting,Zoom,Linh Vu,Follow-up Needed,30
ACT-02721,,LEAD-0259,2025-07-27,Support Follow-up,Zoom,Chi Le,Completed,10
ACT-02722,CUST-0170,,2026-02-01,WhatsApp,Zoom,Khanh Do,No Response,5
ACT-02723,CUST-0252,,2026-04-04,Meeting,Email,Chi Le,Follow-up Needed,45
ACT-02724,,LEAD-0180,2025-09-28,Meeting,Chat,Khanh Do,Completed,15
ACT-02725,CUST-0320,,2025-02-10,Demo,Zoom,An Nguyen,Completed,15
ACT-02726,CUST-0174,,2024-10-02,Call,In-person,An Nguyen,Completed,20
ACT-02727,,LEAD-0351,2025-08-07,Support Follow-up,Phone,Chi Le,Completed,20
ACT-02728,CUST-0164,,2025-04-26,Meeting,Email,Huy Vo,Completed,15
ACT-02729,CUST-0312,,2025-05-08,Demo,Email,Huy Vo,Completed,20
ACT-02730,CUST-0160,,2024-05-13,Support Follow-up,In-person,Chi Le,Completed,5
ACT-02731,CUST-0073,,2024-01-23,Demo,Email,Dung Pham,Completed,30
